date,core3_long_original_exit_1x,core3_long_fixed_5d_1x,core3_relative_original_exit_1x,core3_relative_fixed_1d_1x,core3_relative_fixed_3d_1x,core3_relative_fixed_5d_1x,core3_relative_fixed_7d_1x,broad_relative_fixed_5d_1x
2025-12-06 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-07 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-08 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-09 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-10 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-11 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-12 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-13 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-14 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-15 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-16 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-17 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-18 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-19 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-20 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-21 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-22 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-23 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-24 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-25 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-26 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-27 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-28 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-29 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-30 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2025-12-31 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-01 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-02 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-03 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-04 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-05 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-06 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-07 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-08 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-09 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-10 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-11 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-12 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-13 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-14 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-15 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-16 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-17 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-18 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-19 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-20 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-21 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-22 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-23 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-24 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-25 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-26 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-27 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-28 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-29 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-30 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-01-31 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-01 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-02 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-03 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-04 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-05 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-06 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-07 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-08 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-09 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-10 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-11 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-12 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-13 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-14 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-15 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-16 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-17 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-18 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-19 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-20 00:00:00+00:00,-0.02835630928,-0.0138858702,-0.1127310346,-0.07397280027,-0.05391580959,-0.04929116391,-0.02267717898,-0.05859728267
2026-02-21 00:00:00+00:00,-0.03284611575,-0.01733481657,-0.1645223792,-0.1224921982,-0.07888976031,-0.07388864578,-0.04248435559,-0.08644120231
2026-02-22 00:00:00+00:00,-0.04168531767,-0.02821669214,-0.2276574748,-0.1816386995,-0.0958242556,-0.09056786269,-0.05591533185,-0.1075555218
2026-02-23 00:00:00+00:00,-0.04168531767,-0.05713026445,-0.2276574748,-0.1816386995,-0.1000661447,-0.09474580756,-0.05927963119,-0.1016360599
2026-02-24 00:00:00+00:00,-0.04168531767,-0.05947280799,-0.2276574748,-0.1816386995,-0.1291977657,-0.08891514019,-0.05458447341,-0.1001155659
2026-02-25 00:00:00+00:00,-0.04168531767,0.002699865565,-0.2276574748,-0.1816386995,-0.1291977657,-0.03859789899,-0.01406640378,-0.02240445874
2026-02-26 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.02376736052,-0.04449902231
2026-02-27 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.03882001173,-0.04449902231
2026-02-28 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-01 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-02 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-03 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-04 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-05 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-06 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-07 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-08 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-09 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-10 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-11 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-12 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-13 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-14 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-15 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-16 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-17 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-18 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-19 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-20 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-21 00:00:00+00:00,-0.04168531767,-0.003973044505,-0.2276574748,-0.1816386995,-0.1291977657,-0.06649002097,-0.05119197886,-0.04449902231
2026-03-22 00:00:00+00:00,-0.05734352128,-0.01600124768,-0.2522598575,-0.2046868132,-0.1410611127,-0.07817453441,-0.06060095912,-0.06059656106
2026-03-23 00:00:00+00:00,-0.06250759386,0.01028008675,-0.2845647875,-0.2349508615,-0.1442177038,-0.08128354161,-0.06310449403,-0.07186309257
2026-03-24 00:00:00+00:00,-0.06250759386,0.008799688302,-0.2845647875,-0.2349508615,-0.1416784888,-0.0787826039,-0.06109060842,-0.06428044817
2026-03-25 00:00:00+00:00,-0.06250759386,0.01502370389,-0.2845647875,-0.2349508615,-0.1594296437,-0.08032888118,-0.06233575162,-0.0732029639
2026-03-26 00:00:00+00:00,-0.06250759386,-0.01273011541,-0.2845647875,-0.2349508615,-0.1594296437,-0.09340328455,-0.07286394381,-0.08037034745
2026-03-27 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.07061898005,-0.09524736473
2026-03-28 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.07634893688,-0.09524736473
2026-03-29 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-03-30 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-03-31 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-01 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-02 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-03 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-04 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-05 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-06 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-07 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-08 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-09 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-10 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-11 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-12 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-13 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-14 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-15 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-16 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-17 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-18 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-19 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-20 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-21 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-22 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-23 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-24 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-25 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-26 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-27 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-28 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-29 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-04-30 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-01 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-02 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-03 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-04 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-05 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-06 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-07 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-08 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-09 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-10 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
2026-05-11 00:00:00+00:00,-0.06250759386,-0.01704787753,-0.2845647875,-0.2349508615,-0.1594296437,-0.110024834,-0.0889724089,-0.09524736473
